label,keyword,text
0,refugee,"this clearly distinguishes abuses of human rights -- whether committed in myanmar or elsewhere , which gives the united nations security council the authority to intervene , from matters of state such as the mismanagement of a state which we see from time to time where the un is destitute of authority to intervene . one of the ways in which a domestic crisis could lead to a breach of international peace is when such a crisis would result in refugees fleeing borders , threatening the peace of neighbouring nations . yet another would be if any of the parties involved in a domestic conflict were to spread its tentacles to other parts of the globe , thus threatening domestic or international peace in areas other than the one in which the crisis is taking place"
0,refugee,"""brussels - top european union official donald tusk denounced russian air strikes in syria as helping the """" murderous """" government of president bashar al-assad and triggering fresh waves of refugees fleeing toward europe ."""
0,refugee,"""nigerian refugees and asylum-seekers who fled boko haram violence have been """" forced """" to return to the country , despite previous warnings against such ."""
0,disabled,"as of last week , several categories of inmate are no longer admissible to segregation cells : those who are seriously mentally ill , imminently suicidal , self-harming , physically disabled , terminally ill or pregnant ."
0,immigrant,"a 20-year-old man indicted in an alleged immigrant smuggling scheme was under federal supervision when he led authorities in texas on a high-speed chase and crashed an suv , killing five of the 14 people inside , according to court records ."
0,disabled,"if it goes undetected or if you delay treatment for years , the child can become permanently crippled or disabled ."
0,immigrant,""""""" this i believe will help us address the issue of illegal immigrants into the eu and also to see what kind of responses we can build , like capacity , to make it more attractive for these nigerians to come back and be able to sustain a livelihood ."""
0,refugee,"however , premium times quoted the report as saying that most of the refugees were being received back in idp camps where officials of the concerned north-east states joined other aid agencies to provide them with humanitarian relief supports ."
0,hopeless,that 's what brings you to a real point of hopelessness .
0,in-need,"teddy doctor : s. madhusudhan , who started a mobile clinic for the homeless , says the golden hearts award inspired others to help those in need . -- chan tak kong/the star"
0,women,"at least 29 people , including 12 foreigners , were killed in an al-qaeda attack on a top hotel in burkina faso , an unprecedented strike in the capital illustrating the expanding reach of regional jihadists.the hours-long drama saw burkinabe troops , backed by french special forces , battle militants including two women who stormed the four-star splendid hotel , which is popular with foreigners a ..."
0,hopeless,"and just when things seemed hopeless came a change of hands . and , along with it , falling fuel costs and government support ."
0,homeless,"kelly thomas , a 37-year-old homeless man with schizophrenia , died five days after police officers beat him and shocked him with a stun gun . a surveillance camera recorded footage of the killing , and the video sparked national outrage and street protests in fullerton ."
0,refugee,"a south sudanese doctor , who runs an overcrowded hospital with a dimly-lit surgical theatre and no regular supply of general anaesthesia , on tuesday won the un refugee agency 's prestigious nansen award ."
0,refugee,"jolie , a special envoy for the united nations , spent time in mosul with refugee agency unchr ."
0,in-need,"children as young as 5 years are sold to traffickers by their parents who are in need of money and brought to india . these children are trafficked to various parts of india like delhi , mumbai and kolkata and are made to work in cloth factories , have to stitch bags and perform various hazardous and odd jobs , reported madan thakur for republica ."
0,disabled,"many people have criticized shatta wale for calling stonebwoy a ' disabled ' person . however , the recent post made by the musician clearly showed how indifferent he was over his ' social media outburst ' targeted at arch-rival , stonebwoy."
0,in-need,"there are just on 20,000 members belonging to more than 350 view clubs throughout australia who raised more than $1million to support 1000 children in need ."
0,homeless,""""""" i was homeless and you gave me a home """""""
0,migrant,"""like many undocumented immigrants living in the state he risks everything he has to get to work . """" the second you put the key in the ignition , you are looking over your shoulder . you are living with it non-stop . """""""
0,in-need,"soccerladuma is back again with lies . bucs are after any striker . and besides , grobler is not a bucs material , he 's like the ex bucs ezenwa otorogu . we are in need of a solid centre back like kwanda mngonyama , and pair him with t gumede."
0,vulnerable,"""according to the un , these countries """" are low-income countries confronting severe structural impediments to sustainable development """" which are """" highly vulnerable to economic and environmental shocks and have low levels of human assets . """""""
0,hopeless,"fatima arkin is a filipina-canadian journalist based in manila . she 's interested in issues affecting the philippines and canada . when not writing , she can be found hopelessly trying to perfect her pancit palabok . you can follow her at @fatimaa8 <h> would you like to share your vote ?"
0,women,"currently , male players in international rugby , super rugby and the itm cup competition got paid to play the game , and she said if women had an equal share she would be motivated to take her rugby further ."
0,migrant,"democrats want to stave off deportation of some 800,000 immigrants currently protected by an obama-era program called deferred action for childhood arrivals , or daca . trump still wants his border wall , though he 's toned down what that means . conservatives are wary , fearing he will strike a soft compromise ."
0,women,"next to video games , comics , cosplay and women with german accents , there 's one other love in my life . and that 's motorcycles . i 've got an animal farm mantra when it comes to transportation , because four wheels may be good but two wheels are better . thing is , we very rarely see proper motorcycle games released , with that vehicle being part of a niche genre . well it looks like you 'll have to don your finest leathers , because a new motorcycle sim game is finally in the works ."
0,poor-families,"this april , bread sales were on the up for the first time in three years after slumping under the popularity of carb-free and gluten-free diet trends . with poor families growing poorer , some could be relying more on filling foods like bread . it 's also worth noting that the additives in cheap loaves derided by foodies keep the bread edible for longer ."
0,in-need,"the committee , which submitted its report to parliament when it met last wednesday afternoon , has recommended that there be greater accessibility for individuals who are in need of the assistance provided under path and that the criteria for benefiting from the programme be reviewed ."
0,in-need,"jayne-anne gadhia , the ceo , recently pointed out in a blog post that while the world of banking is slowly starting to catch up with the times , the competition and markets authority in britain needs to encourage both simplicity and competition ."
0,hopeless,""""""" turnbull silently endured weeks of dismissive commentary branding him a hopeless ditherer as he arranged the plan he unveiled on monday . from hopeless ditherer to decisive leader in a moment """" ."""
0,hopeless,"when president museveni was declared by the ugandan electoral commission as the winner of the presidential election last february , votes from close to 180 polling stations had not been counted . a number of polling stations had faced challenges in the polling process , forcing presiding officers to call off the exercise . the capital city , kampala , saw some of its polling stations receiving ballot papers at 2pm , giving voters barely four hours to cast their ballots . in other words , the exercise was a sham , compelling well meaning international observers to declare it hopelessly rigged in line with what ordinary ugandans had observed and said ."
0,disabled,"even with the best medical care , approximately two-thirds of stroke victims will die or be disabled and dependent on others for the rest of their lives ."
0,women,"""clearly women are still required to take men 's permission for what are their basic rights , and must """" carry their modesty """" -- an ambiguous concept . at the same time , the community 's men have accepted women going out and attending various activities for the simple reason that it brings home extra income ."""
0,refugee,"merkel also said the world must do more to address not just the military response to terrorism , but the refugee crisis that multiple middle east and african conflicts have created ."
0,migrant,"many victims are migrants from african nations such as eritrea and somalia , yet countries are failing to curb the crime as they lack mechanisms to share cross-border intelligence and coordinate efforts to bust trafficking rings ."
0,poor-families,""""""" because of the recession , many economically vulnerable families no longer fit the traditional profile of poor families , """" she said ."""
0,homeless,"the organisation is set to distribute roughly the same number of food parcels as last year not because need has remained the same , but because staff are simply unable to assess any additional clients ... the mission is now central auckland 's only outreach provider of day-to-day support for people experiencing homelessness . more&gt;&gt;"
0,disabled,"for the first time ever in bangladesh a daylong it competition for disabled youth students was held at the permanent campus of university of asia pacific ( uap ) on june 04 , 2016 ."
0,vulnerable,"the 31-year-old , once unbeatable but vulnerable in recent weeks , was unable to get the better of egypt 's omneya abdel kawy , falling to a 7-11 , 7-11 , 11-8 , 11-1 , 10-12 defeat in the egyptian port city on tuesday ."
0,vulnerable,"before miss yemm 's death , the sirhowy arms was used by the council since 2008 to temporarily house homeless adults and a number of vulnerable teenagers - including care leavers ."
0,homeless,schools have to also provide information on whether they are providing free hostel or text books to homeless children . the aadhar card number has been made compulsory and it is the duty of schools to help students obtain the same .
0,migrant,"""some of the violence surrounding the bulyanhulu evictions can be put down to score settling between local inhabitants and immigrant miners , as described above . """""""
0,in-need,""""""" at iapwa we focus on providing long-term solutions that make a difference and change the lives of animals in need , """" she said ."""
0,refugee,"""the charity """" was not founded to deal with the chaos of ( chancellor angela ) merkel 's refugee policy but to meet the demand that was already there """" , it stated on facebook ."""
0,in-need,"""next , they carried out some tests in brain slices from mice , which were taken from a region of the brain called the hippocampus . this is the area affected in alzheimer 's disease . they tested the effects of addl on neurones in these brain slices . they specifically looked at the effect on a nerve signalling phenomenon known as """" long-term potentiation """" , which strengthens the connection between neurones and is involved in learning and memory . they then tested whether prion protein needed to be present for addl to have an effect within the brain . to do this , they repeated their experiments using brain slices from mice that were genetically engineered to lack the prion protein . as well as using their laboratory-generated addl , they also repeated these experiments using amyloid beta extracted from the brain of a person with alzheimer 's disease ."""
0,women,"""he said : """" in the same way that we must never countenance the kind of savagery being meted out to our women and children in recent times , we must never get to the point where we accept incidents of multiple murders as a new norm . as we extend sympathies to the families of the teacher in clarendon and the four men in st elizabeth , we must resolve as law abiding citizens , to take the fight to the criminals in our midst and combat the terror being unleashed by them on the innocent . """" <h> advertisement"""
0,in-need,"and , once mourinho does arrive , what takes priority ? what are the elements in need of immediate and forensic examination ?"
0,immigrant,""""""" sindh must be given more resources in respect of illegal immigrants , """" the resolution read as consensus was evolved on demanding registration of illegal immigrants in a separate column ."""
0,homeless,mr lupilya further said a total of 148 residents were rendered homeless as their houses were torn apart and ripped roofs blown away .
0,vulnerable,"an evaluation of the wolaita zone of ethiopia found that , despite significant improvements in communities ' capacities to both absorb recurring disasters and to adapt their livelihoods based on experience of recent disasters , the area remains extremely vulnerable to recurring climatic stresses ."
0,homeless,"bauer also suggested the rise in stds may be a symptom of more general problems in areas such as the economically hard-hit san joaquin valley where people are struggling with poverty , substance abuse , mental health issues and homelessness ."
0,immigrant,""""""" in england , social segregation between schools is much , much higher in areas with grammar schools , whether you look at immigrant status , first language , ethnicity , educational needs , parental education or income . most obviously , grammar schools have very few students eligible for free school meals . """""""
0,women,how can we encourage more women to consider beer brewing and winemaking as professions ?
0,immigrant,"""sindh decides to register , collect data of all immigrants was posted in national of thenews international - https : //www.thenews.com.pk on october 25 , 2016 and was last updated on october 25 , 2016 . this news story is related to **45;564;toolong ... - breaking news , latest news , pakistan ne . permanent link to the news story """" sindh decides to register , collect data of all immigrants """" is https : **39;611;toolong ..."""
0,women,""""""" their radicalisation was truly oppressive and should n't be shown as empowerment because if those women were given other opportunities they would have proven themselves outright . """""""
0,migrant,"the house passage drew cheers from illegal immigrant students , who have shown support in marches , sit-in protests and hunger strikes ."
0,migrant,"""his main complaint about the majority 's ruling was , he said , that it created """" a new right for unlawful immigrant minors in u.s. government detention to obtain immediate abortion on demand . """" he said that """" represents a radical extension of the supreme court 's abortion jurisprudence . """""""
0,in-need,"it also engaged in 11,550 text conversations and responded to a total of 480,000 contacts from children in need of help support and advice ."
0,disabled,"the jaa manager indicated that the company 's representatives also assess security concerns ; coordinate transportation of a disabled vehicle to repair centres ; facilitate medical assistance ; and assist with minor repairs . as a service standard , the jaa 's roadside-assistance team seeks to respond to emergency call within 40 minutes or less ."
0,poor-families,"""the """" elimu ni sasa """" programme has caused sensation in kwale villages as poor families are able to send their children to national schools and universities , which used to be out of rich for many ."""
0,vulnerable,"with around 3,025 taking their own lives according to 2016 data , she believes that the most vulnerable groups are those between 18-25 years and those above 60 and counselling centres are vital ."
0,vulnerable,search <h> singapore 's big developers vulnerable to shocks amidst rising debt
0,hopeless,"""guterres cited the longstanding history of """" discrimination , hopelessness and extreme poverty """" against rohingya and warned about possible ethnic cleansing ."""
0,in-need,after being sleep deprived a child 's brain needs even more deep sleep - particularly for these specialised regions .
0,refugee,"there are also those who say that instead of bringing in new workers , the government should instead allow the many refugees and undocumented migrants already in the country to take them up instead ."
0,vulnerable,un urges greater attention to plight of haiti 's vulnerable women
0,immigrant,"a bitterly-divided congress is hurtling toward a government shutdown this weekend in a partisan stare-down over demands by democrats for a solution on politically fraught legislation to protect about 700,000 younger immigrants from being deported ."
0,poor-families,cash aid . over p1 billion is allocated to aid poor families who will be affected by the proposed tax reform package . malaca ? ang photo
0,poor-families,campaigners say most of the missing children are from poor families and the biggest reason why many remain untraced is because of the apathy of the police and law enforcement agencies .
0,migrant,"in june this year , the government said that the secret campaign to apprehend illegal immigrants dubbed ' operation kimbunga ' was successful as a breadth of immigrants and criminals were flushed and sent out of the country ."
0,homeless,sisters is a knucklehead comedy -- sporadically amusing and always happy to resort to dick jokes -- saved a little by the appeal of its leads . kate ( fey ) and maura ( poehler ) are shocked to learn their parents ( dianne wiest and james brolin ) have decided to sell the house they grew up in in orlando . maura is a single nurse who lives nearby ; kate a less stable type happy to return to her old hood given she ca n't hold down a job as a beautician and is essentially homeless .
0,poor-families,"the people criticised the crackdown , saying that most of the arrested motorcyclists either belonged to poor families or were small traders ."
0,vulnerable,""""""" we know we have an affordable housing crisis , both nationally , provincially in the city . this is one part of it , and if we can get this right , it would be a good step for a very vulnerable population . """""""
0,immigrant,"recent statistics indicate that there are just under 3,000 immigrants in cape breton , that the top source countries are the united states , great britain , germany , the netherlands and china , and that victoria county has the highest percentage of immigrants on the island ."
0,refugee,some refugees and asylum seekers said that the abuses they endured gave them little option but to accept or request return to countries where they face a real risk of persecution or other serious harm .
0,migrant,"now the trump administration has signaled its intent to enforce the letter of the law on tps , amid its wider crackdown on immigration . this month , officials announced the termination of tps for nicaragua , meaning 2,550 migrants must leave or seek another form of legal residency by january 2019 ."
0,disabled,"""the company said in a blog post it disabled trading because of """" significant volatility . """""""
0,homeless,"whilst rioting increases at moria camp bpca is pressuring the greek government to change a policy that is preventing homeless christian refugees who fled persecution , bullying and threats inside the moria refugee camp on the greek island of lesbos from being able to apply for asylum and gain help via the united nations ."
0,homeless,"shakil 's realisation came just after the union parishad polls . the santhals , who are now homeless and living under the open sky , claim that they had voted for him in that election ."
0,hopeless,"mr. l had been a successful fisherman before the tsunami . with the disaster , he lost his house , livelihood , and personal identity as a productive member of society . mr. l and his family members had to live in a refugee camp with minimum facilities . a few months after this unbearable catastrophe , mr. l became depressed . his symptoms included persistent depressed or irritable mood , loss of appetite , sleep disturbance with often early-morning awakening , greatly diminished interest in life activities , fatigue and loss of energy , feelings of worthlessness , feelings of hopelessness , and sometimes thoughts about suicide ."
0,in-need,it is your first time to visit nearby and you are in need of a hotel that is not to far away from the hotel . this hotel is near the dubai international airport ( a 33 minutes drive ) and sharjah international airport that is just a 42 minutes drive .
0,immigrant,""""""" please note that the additional documentary requirements are needed for filipino immigrants and non-residents for exchange for their nds banknote holdings , """" bangko sentral said ."""
0,migrant,"""the decision was taken last month by the governing body of darul uloom to clear """" suspicion """" about madrasas admitting illegal migrants and to ward off charges that these centres are breeding grounds for jihadi activities ."""
0,vulnerable,fifty-one eurozone banks vulnerable to rate shocks : ecb
0,vulnerable,"at the same time the whites ' weakening white demographic base left them much more vulnerable particularly outside the cities . between 1994 and 2015 the white population remained stagnant at between 4 and 4.5 million , while the black population during this period rose by nearly 50 percent from 30 to 44 million ."
0,vulnerable,"the most vulnerable in our society are barely surviving on minimum wages they earn weekly . people who earn minimum wage are often in jobs that are very time-consuming and leave little to no room for other forms of earning extra cash . minimum-wage earners are also at great loss as their earnings leave little to no room for saving and fiscally investing in their education or general improvement of their lives . this is quite unfortunate as it creates an even bigger class divide in our country . minimum-wage earners are left in a place where it is virtually impossible to escape the grasp of poverty , and consequently , social mobility ."
0,homeless,thousands of california college students homeless and go hungry
0,vulnerable,he termed them as ineffective bodies that are too vulnerable to corruption while condemning the rising harassment of tenants .
0,refugee,the government announced in september that it would welcome 750 syrian refugees over the next three years in response to the ongoing conflict in syria .
0,disabled,"meanwhile , state health , welfare , women and family affairs committee chairman dr daroyah alwi said the issue was of great concern since some syndicates were exploiting the disabled , pregnant women and children ."
0,refugee,but she said that she is determined to achieve her goals and hopes that she will be granted refugee status before she finishes her studies .
0,hopeless,"that young men in this city are hopelessly broke is a tired , hollow fallacy . for you all anti-men crusaders , this is for you : these blokes have moolah , just that they are disinclined to spend a fortune on undeserving women ."
0,hopeless,"no fewer than 17 of the current waterford senior panel will play in the competition and mcgrath has already spoken this week of his belief that college-going hurlers are hopelessly over-burdened at this time of year . as such , he supports davy fitzgerald 's preference for a 10-team top division in the national hurling league , facilitating a less compressed and intensive early-season inter-county schedule , which would allow college players focus on their college throughout february ."
0,migrant,"fulani herdsmen attacking nigerians are from senegal , mali -- northern governors the northern governor 's forum , ( ngf ) said it has resolved to work with relevant stakeholders to secure nigeria 's borders and register fulani immigrants entering into the country to rear cattle ."
0,migrant,"kids of migrants and indigenous people have a right to speak , grow up with , and celebrate their own heritage languages . on international mother language day , let 's celebrate that right and the benefits it brings to us all ."
0,women,"""as difficult as things sometimes get between the characters , they are usually even more challenging among the show 's writers . ( more than half the writers are non-white and half are women , and it 's worth pointing out that there are many african-americans on the office staff and among the crew of """" black-ish , """" all of which makes it unlike many other tv shows , as this recent usc study points out ) ."""
0,women,"though trundling along through some melodramatic highs and lows -- rita rallying the girls to go out on full strike , with all the attendant excitement of standing up for themselves ; troubles at home when the plant completely shuts down because of the women , sending all the men home without pay ; and some personal tragedies thrown into the mix for good melodramatic measure -- everything comes through to a triumphantly rousing , if predictable , finale ."
0,in-need,he hoped that hong kong can unify in helping those in need as the government 's work will often be undone if society is divided .
0,migrant,"""countries like the us long realised that and introduced green cards and other types of visa . interestingly , even within the country , immigration has an economic value , allowing immigrants to explore new thinking and identify opportunities """" natives """" ca n't see ."""
0,women,"attock / rawalpindi : two more women out of six who were brought to rawalpindi from attock on august 2 after allegedly attempting suicide have died , taking the total death toll to five ."
0,migrant,""""""" there are people making money from the hiring of foreign labour , and they do n't want to rethink the entire policy on migrant worker employment , """" he said ."""
0,immigrant,"due to the malpractice , she said , the immigration department has found itself in a situation where it ' indirectly ' produces illegal immigrants , despite the fact that , they legally own passports ."
0,in-need,syria is the world 's biggest crisis and unicef estimates that over 8 million children are in need of humanitarian assistance inside syria .
0,immigrant,"""an american researcher by the name of rachel reynolds who wrote about the nigerian immigrant experience in america for an academic journal was struck by this intriguing dissimilarity in our usage of these expressions . she interviewed nigerian immigrants in the chicago area in the course of her research . even though her interviewees did n't seem content with their material lot in america , they said they were """" not surviving """" ; that they were just """" managing . """" she was initially dumb-stricken . when she finally figured out that nigerians use """" managing """" to mean """" surviving """" and """" surviving """" to mean """" managing , """" she titled her article : """" ' we are not surviving , we are managing ' : the constitution of a nigerian diaspora along the contours of the global economy . """""""
0,immigrant,"""challenged by wilders ' party for freedom ( pvv ) and finding it hard to hold on to power , the centrist government of prime minister mark rutte of the liberal party ( vvd ) has taken a sharp turn to the right , hardening its rhetoric against immigrants . in january , in full page newspaper advertisements and interviews on radio and tv , rutte issued an unprecedented warning to the immigrants and muslims """" to behave or be gone from the netherlands """" ."""
0,immigrant,"we need health agencies , research institutions , agencies that collect national data , and the major research funding agencies to collaborate to determine how immigrant and refugee communities can be effectively included in national data collections and in publicly funded research ."
0,poor-families,"maize is also protected with taxes to increase profits of vested interests , pushing up chicken prices and worsening protein malnutrition among kids of poor families , critics say . milk prices are also high due to a self-sufficiency drive . cheese is a super luxury good ."
0,migrant,"according to its findings , 47% of international migrants settle in the johannesburg metropolitan municipal area without validated documents ."
0,disabled,there will be 15 stations on the route accessible to the disabled . a network of taxis will feed passengers to the stations .
0,disabled,"cheung called on the police to apologize , and also explain the procedures pertaining to cases where they have to handle intellectually disabled persons ."
0,immigrant,ottawa - canadians who sponsor grandma and grandpa - or even just aging parents - as immigrants are leaving taxpayers with some hefty health care bills .
0,vulnerable,"film fans could be vulnerable to attack by hackers who hide malicious code inside files that provide subtitles , a security firm has warned ."
0,women,"safr - whose imminent arrival was first reported by dcist - may be an improvement over chariot for women , and gilani sounds sincere in his view that this service will help and empower women . but it still seems like a bad idea ."
0,in-need,"during a recent visit , a number of parked rickshaws , human haulers , and microbuses were seen in the playground without a gate . there were three shops and several offices inside the playground . the gallery also appeared to be in need of dire maintenance ."
0,in-need,"every alternate saturday , the doss family spend hours offering ' kerja kosong ' for those in need ."
0,homeless,"gaza , ( reuters ) - qatari-funded construction projects have provided 1,000 new dwellings for palestinians left homeless by the 2014 gaza war with israel , and a similar number for low-income families in the territory , officials said on saturday ."
0,poor-families,"""he adds : """" for a poor family , getting rs 50,000 or rs 1 lakh in return for letting their child perform the ritual , is not a big thing . but the rich do not let their own children perform.the poor families who end up offering the children , however , fail to see how the rich are exploiting them . it is a complicated situation , where religion and faith is heavily influencing the lives of the people . """""""
0,immigrant,""""""" i 'd like to stick local . """" <h> new brunswick takes immigrant drivers"""
0,in-need,"""these were the """" jews """" that came into power in 1917 with the bolshevik revolution , and lenin needed their help to topple tsar nicholas , the last remnant of the romanov dynasty . they helped overthrow tsar nicholas because he was not friendly to the khazar jews . these were the zionist jews who set about forcing communism on christian russia and murdered 40 million russians who refused to give up their land or bow down to **27;1148;toolong ."""
0,disabled,"""angels : scioscia said 3b yunel escobar 's concussion symptoms are stabilizing and he could return to some baseball activities early next week . """" there wo n't be a rehab assignment , but he 's going to need a couple days , i think , to make sure he 's ready , scioscia said . escobar was placed on the seven-day disabled list aug. 20 ."""
0,women,"women are plentiful at the lower levels of academia but they get stuck there and rarely advance to professor . it is a lonely field and a lot of women feel very isolated . in many jobs , there is paid leave to support women who take time off to care for sick children . in academia , when your time is effectively your own , the flexibility is often envied . but time off eats into research , reduces publication rates and limits promotion possibilities ."
0,migrant,"last week , european council president donald tusk said he had been told by turkish president recep tayyip erdogan that his country was ready to take back all migrants apprehended in turkish waters ."
0,hopeless,"""but smith continued to defend the arrangement . """" i believe they nab 's wealth division are in a conflicted position """" , she replied . """" i do n't believe it 's hopelessly conflicted . """""""
0,women,"with this , the doh encouraged more filipino women to have themselves screened for cervical cancer ."
0,poor-families,"""as we drive at a crawl past buenos aires ' faculty of engineering , mario says the immense parthenon-inspired edifice was built for famed first lady eva peron in the 1950s , as a base for her work with poor families . eva never saw it completed , as she died of cancer aged 33 . her early death only fuelled """" the myth of evita """" , mario tells me ."""
0,vulnerable,"""the importance of an assessment to evaluate the vulnerable ages and the serological extent of dengue transmission has also been highlighted in the epidemiology report , in attempts to recognize the state of the dengue burden . """" it is important that we have an understanding of the sero-prevalence of dengue in the country or at least in the high- risk areas like western province or in the colombo district . in this back drop , a community based descriptive study of dengue sero-epidemiology in the colombo district is being carried out by the epidemiology unit . age-specific dengue sero-prevalence in the metropolitan , urban and rural populations in the colombo district will be assessed in this study , """" the report states . the study will prove helpful as age-stratified sero-surveys are currently deemed as the best way to select populations suitable for vaccination . when this is directed at a sub national level , it will help guide vaccine decision making . the epidemiology report stated that this knowledge is acclaimed important for evidence based effective control and as preventive strategies for future introduction of the vaccine . the outcome of this study is said to be important in accurately sizing up the dengue dilemma and preventing it from wreaking havoc in the country . <h> vaccine technicality"""
0,in-need,"in rakhine , meanwhile , the security situation means that access to populations in need of help is severely restricted ."
0,women,"a report in harian metro said there were roughly 57 malaysians with is groups in syria alone -- including women and children -- trapped as the is groups continue to fall . of the 57 malaysians , 20 are females ."
0,migrant,"also , applicants for asylum in sweden who do not get their application approved , will have opportunities to apply for status as migrant workers seeking employment , by reducing the time for changing their application track from six to four months ."
0,migrant,"he added that from january 2006 to december 2013 the department managed to arrest 6,469,876 illegal immigrants ."
0,poor-families,"the non-profit ilri is part of a global consortium of agricultural research institutes known as cgiar . its funding , including in-kind support from kenya , comes from national governments , international institutions and philanthropy and is conducted entirely for the benefit of poor families ."
0,disabled,"ward representatives will pay sh25,000 , while those classified under special interest groups , including the disabled , women and youth , will pay sh15,000 ."
0,women,"427 women also raped , it says"
0,migrant,"better wages , a healthier lifestyle and better working conditions are keeping young australians at home with many forgoing a stint in london while british migrants continue to relocate here for the same reasons.source : news limited"
0,women,"regardless of entering the final on a 28-match winning streak , the valley women 's premiership team , also known valley black , showed their first signs of nerves this season in the face of an incredible defensive performance from the gai wu falcons ."
0,immigrant,"""metz , france ( reuters ) - turkish foreign minister mevlut cavusoglu said on sunday the netherlands was the """" capital of fascism """" during a speech in france , as a dispute over ankara 's political campaigning among turkish immigrants in europe continues to simmer ."""
0,in-need,"sierra red cross society spokesman abu bakarr tarawallie said by phone he estimated that at least 3,000 people were homeless and in need of shelter , medical assistance and food . the red cross said another 600 were missing ."
0,women,"alleging that amendments carried out by the narendra modi government to the 2013 land acquisition act will threaten identity of women which they get through owning land , a women 's body on wednesday appealed to the centre to bring reforms with gender justice ."
0,homeless,gladness ( 35 ) is a mother of three and a resident of tongwe village in muheza district . she and her brood were forced to live a pastoralist-kind of life for four years because they were rendered homeless by her husband 's family following his death .
0,homeless,"""he said : """" i think we 're going back to the days when the big issue started when there were vast numbers of homeless people . """""""
0,disabled,"rockies : rhp antonio senzatela ( 4-3 , 4.56 era ) will be reinstated from the disabled list and make his seventh start . he is 1-3 with a 5.81 era in three starts and six relief appearances on the road ."
0,in-need,"the government said in its throne speech this month that it would develop a 10-year plan to address transportation needs across the province , though it said it would take a year to identify areas in need ."
0,migrant,"""the chief minister alleged the """" lies """" were being spread from """" the north of the country """" to discredit the state and """" destroy peace and harmony """" . he said that those who are behind the propaganda are forces who are trying to torpedo the peace and the cordial atmosphere prevailing in the state . he also sought to boost the confidence of the migrant workers by posting a message in hindi on his facebook page ."""
0,vulnerable,"those who lack access to air conditioning or transportation , who ca n't move around , wear too much clothing or visit crowded places may be more vulnerable , the agency notes ."
0,migrant,"human rights groups have accused the goverment of setting an unrealistic timeframe for the application process , with some going so far as to suggest it is a deliberate measure to facilitate the expulsion of large numbers of migrants ."
0,vulnerable,"the mushrooming construction activities have drawn thousands of migrant labourers to the city . but unhygienic shelters without basic amenities in slums and near water bodies make migrant labourers vulnerable to malaria , dengue and other vector-borne diseases ."
0,women,khushi said women 's participation in various sectors of the society should be increased and this will help change the attitude of the people towards them .
0,immigrant,"new york - the number of american churches declaring themselves sanctuaries for illegal immigrants has more than doubled since president donald trump was elected , but only a dozen people are known to be taking refuge there to avoid deportation ."
0,refugee,"in europe 's worst migration crisis since the second world war , the united nations refugee agency , unhcr , expects at least 850,000 migrants and refugees to head to the continent this year ."
0,poor-families,"the main labour union and islamists , who co-rule with secular forces , had demanded an increase in aid for poor families after the protests began ."
0,disabled,"long beach , california -- supporters , friends and immediate kin of a disabled filipino american shot to death by police gathered in front of the long beach police headquarters on thursday , march 17 to announce the filing of a $20-million civil suit against the long beach police department"
0,disabled,"the first lady re-assured the women that president kenyatta takes the welfare of women very seriously to ensure that vulnerable groups , widows , orphans and disabled persons are and will continue to be protected ."
0,immigrant,"""on saturday , sarkozy extended his """" gauls """" reference and provided what he contended was a patriotic benchmark for muslim immigrants to france ."""
0,disabled,"in 2011 , prime minister hun sen signed sub-decree no 219 , which designated this piece of land to be converted into an slcs for specific allocation to retired and disabled army personnel . a total of 1,288 hectares , previously marked as part of the bokor national park and under the control of the ministry of environment , was subsequently granted to the kampot provincial authorities , according to this sub-decree ."
0,immigrant,"trump , a republican who took office on january 20 , has promised a crackdown on the estimated 11 million undocumented immigrants in the us , most of whom come from mexico and other latin american countries ."
0,in-need,"one of the largest problems that tend to hold students in need back from achieving their goals is the belief that they are simply viewed as ordinary students , and that their needs are not acknowledged , according to whitacre ."
0,migrant,"talking to the daily star over the phone a few days ago , some migrants said they were passing days in panic , with some staying in jungles overnight , to avoid arrest as the malaysian immigration department launched a crackdown on illegal migrants on august 31 ."
0,disabled,""""""" kiambu has enough resources to fund all activities , but the looming smuggling of disabled persons from tanzania and other counties has devastated our activities , """" nyokabi said ."""
0,immigrant,"a : as a general rule , new immigrants to the us do not need to become citizens before filing immigrant petitions . it seems to be a common misconception that people must wait to become citizens before filing -- we see cases of spouses or parents waiting years to become citizens before filing immigrant petitions for their husbands , wives and children , enduring protracted separations from their loved ones in the meantime . however , this prolonged separation does not necessarily have to happen !"
0,in-need,"after visits to different provinces , tbfi formally transformed into a full-fledged nonprofit organization committed to doing more than just short-term relief operations . it aimed for more sustainable assistance for those in need ."
0,migrant,"one of the suspects , who is an illegal immigrant , is believed to have colluded with city officials , pocketing about r4.8 million in the refunds scam ."
0,poor-families,"on another matter , lim said poor families facing difficulties during bereavement can look for him if they need help to get coffin for burial ."
0,refugee,"staff of the spanish non-governmental organisation proactiva rescued 134 refugees and migrants , who were attempting to cross the mediterranean sea from libya to italy early on tuesday ."
0,immigrant,"""amit shah 's """" termite """" remark on immigrants unwanted , says bangladesh"""
0,immigrant,"soon , waves of immigrants from around the world , later called the ' forty-niners ' , poured in ."
